,emp_length,annual_inc,debt_to_income,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,collections_12_mths_ex_med,mths_since_last_major_derog,cr_line_yrs,cr_line_mths,cr_line_days,is_bad,emp_title,pymnt_plan,purpose_cat,zip_code,initial_list_status,home_ownership,verification_status,policy_code,addr_state
9261,9,35400.0,7.63,0.0,0.0,,105.0,8.0,1.0,5957,82.7,16.0,0.0,1,1996.0,5.0,1.0,0,4523,0,4,233,0,0,0,1,27
9262,10,58044.0,19.43,0.0,3.0,,,11.0,0.0,11540,43.2,30.0,0.0,3,1998.0,12.0,1.0,1,1271,0,4,655,0,0,2,0,4
9263,9,90000.0,11.43,0.0,0.0,62.0,,13.0,0.0,8442,39.1,22.0,0.0,3,1993.0,11.0,1.0,0,4581,0,2,170,0,0,0,4,20
9264,10,41000.0,5.21,0.0,0.0,,108.0,6.0,1.0,5805,80.6,9.0,0.0,1,1993.0,12.0,1.0,0,983,0,4,635,0,4,0,3,4
9265,10,135200.0,11.83,0.0,6.0,44.0,,15.0,0.0,10592,13.3,31.0,0.0,3,1996.0,9.0,1.0,0,4202,0,8,10,0,0,1,0,19
9266,1,36000.0,10.43,0.0,0.0,,,6.0,0.0,2063,12.1,13.0,0.0,3,2000.0,6.0,1.0,0,6170,0,12,273,0,4,0,1,9
9267,6,135000.0,12.74,0.0,0.0,45.0,,13.0,0.0,8762,88.9,25.0,0.0,1,1994.0,9.0,1.0,0,4818,0,4,658,0,4,0,3,4
9268,1,26000.0,10.89,0.0,3.0,,,8.0,0.0,9138,59.7,18.0,0.0,3,2007.0,1.0,1.0,0,5914,0,4,10,0,4,0,3,19
9269,2,30000.0,19.88,0.0,1.0,75.0,,10.0,0.0,10338,40.5,16.0,0.0,2,2003.0,2.0,1.0,0,4545,0,4,152,0,4,0,0,37
9270,9,15300.0,19.76,0.0,0.0,,,5.0,0.0,9316,76.4,9.0,0.0,1,2002.0,9.0,1.0,0,47,0,4,705,0,4,1,1,46
9271,2,43000.0,22.32,0.0,0.0,,,5.0,0.0,7115,76.5,5.0,0.0,1,2003.0,9.0,1.0,0,1593,0,4,662,0,4,0,4,4
9272,4,78000.0,12.35,0.0,0.0,,,7.0,0.0,21096,79.0,18.0,0.0,1,1988.0,8.0,1.0,0,3262,0,2,559,0,4,1,2,42
9273,10,105000.0,17.03,0.0,0.0,,,18.0,0.0,24118,67.4,29.0,0.0,2,1997.0,3.0,1.0,0,640,0,4,81,0,4,0,3,33
9274,4,200000.0,5.35,1.0,1.0,12.0,91.0,10.0,1.0,5415,12.8,20.0,0.0,2,1995.0,3.0,1.0,0,6038,0,21,558,0,0,0,0,42
9275,5,36000.0,10.33,0.0,0.0,52.0,,5.0,0.0,13905,35.1,12.0,0.0,3,2003.0,9.0,1.0,1,7313,0,2,650,0,4,1,1,4
9276,6,44500.0,20.68,0.0,0.0,74.0,,6.0,0.0,4508,59.3,20.0,0.0,3,1995.0,9.0,1.0,1,1812,0,8,341,0,3,0,2,34
9277,6,55000.0,21.67,0.0,1.0,,,12.0,0.0,24983,63.7,26.0,0.0,1,1997.0,10.0,1.0,1,3206,0,4,465,0,3,1,1,24
9278,5,101000.0,14.3,0.0,0.0,,,5.0,0.0,33098,83.8,18.0,0.0,1,1997.0,7.0,1.0,0,1546,0,4,350,0,3,0,3,34
9279,1,180000.0,10.9,0.0,2.0,,43.0,10.0,1.0,51497,90.3,16.0,0.0,1,1996.0,4.0,1.0,0,5964,0,2,64,0,4,1,0,33
9280,1,110000.0,9.17,0.0,1.0,,,10.0,0.0,7248,38.3,23.0,0.0,3,2002.0,12.0,1.0,0,4951,0,12,76,0,4,1,3,33
9281,10,49068.0,12.18,0.0,0.0,,,5.0,0.0,24666,57.8,12.0,0.0,3,1991.0,3.0,1.0,1,4147,0,9,275,0,0,1,1,9
9282,8,45000.0,9.89,0.0,0.0,,,10.0,0.0,14924,60.9,31.0,0.0,1,2000.0,4.0,1.0,0,7197,0,2,413,0,4,0,4,23
9283,8,30000.0,13.44,0.0,1.0,,,20.0,0.0,7168,26.4,36.0,0.0,3,1999.0,8.0,1.0,1,5241,0,4,589,0,0,0,0,5
9284,1,24000.0,20.05,0.0,5.0,59.0,,14.0,0.0,2426,75.8,25.0,0.0,1,2004.0,7.0,1.0,0,66,0,18,430,0,4,0,4,26
9285,10,86945.0,10.72,1.0,3.0,5.0,85.0,6.0,1.0,5658,72.9,18.0,0.0,2,1994.0,7.0,1.0,0,403,0,21,437,0,0,1,3,14
9286,3,48000.0,13.18,0.0,1.0,,89.0,10.0,1.0,12844,54.0,21.0,0.0,3,1985.0,9.0,1.0,0,3930,0,4,278,0,0,0,1,9
9287,10,47000.0,24.05,0.0,1.0,,,6.0,0.0,21112,80.9,28.0,0.0,2,1995.0,1.0,1.0,0,5793,0,2,396,0,0,1,0,47
9288,10,74400.0,19.6,0.0,0.0,,,8.0,0.0,19536,31.4,29.0,0.0,1,1993.0,9.0,1.0,0,7315,0,4,554,0,4,1,4,42
9289,2,135996.0,6.1,1.0,1.0,15.0,,5.0,0.0,20486,84.7,11.0,0.0,2,1987.0,5.0,1.0,1,2781,0,18,297,0,4,1,2,1
9290,1,60000.0,20.68,0.0,0.0,,,9.0,0.0,19945,64.6,20.0,0.0,1,1994.0,10.0,1.0,1,2662,0,4,81,0,4,2,4,33
9291,10,92000.0,21.08,0.0,0.0,,,15.0,0.0,25784,40.9,38.0,0.0,2,1986.0,1.0,1.0,0,3335,0,4,90,0,0,1,0,33
9292,2,45000.0,0.77,1.0,3.0,5.0,,7.0,0.0,736,4.5,18.0,0.0,3,1994.0,11.0,1.0,0,6390,0,8,279,0,0,1,0,9
9293,10,38000.0,0.32,0.0,0.0,63.0,,4.0,0.0,460,5.1,21.0,0.0,2,1982.0,6.0,1.0,0,4639,0,16,661,0,4,1,2,4
9294,4,98000.0,16.48,0.0,0.0,,,15.0,0.0,18711,50.3,41.0,0.0,2,1987.0,3.0,1.0,0,2681,0,4,232,0,0,2,0,27
9295,9,62500.0,15.01,0.0,0.0,,,12.0,0.0,11316,69.0,20.0,0.0,1,1999.0,5.0,1.0,0,3981,0,21,657,0,0,2,4,4
9296,1,65000.0,16.98,0.0,0.0,,,13.0,0.0,23338,38.4,27.0,0.0,1,2000.0,11.0,1.0,0,2796,0,18,687,0,0,2,1,4
9297,3,48000.0,13.2,0.0,0.0,,63.0,8.0,1.0,2670,38.7,13.0,0.0,1,2004.0,4.0,1.0,1,5969,0,0,38,0,0,1,2,6
9298,10,68000.0,23.59,0.0,2.0,,,14.0,0.0,7817,35.2,28.0,0.0,1,2001.0,1.0,1.0,1,386,0,4,549,0,0,2,2,42
9299,1,62000.0,11.98,0.0,2.0,,,11.0,0.0,16902,53.5,35.0,0.0,2,2000.0,8.0,1.0,0,311,0,4,542,0,4,0,4,42
9300,1,52000.0,1.66,0.0,1.0,38.0,,6.0,0.0,2594,39.3,9.0,0.0,1,2001.0,10.0,1.0,0,3588,0,12,64,0,4,0,0,33
9301,1,36000.0,23.67,0.0,1.0,,,15.0,0.0,7385,51.6,22.0,0.0,3,2001.0,2.0,1.0,0,6715,0,4,680,0,4,2,2,4
9302,2,250000.0,2.77,0.0,1.0,,,17.0,0.0,1002,2.4,47.0,0.0,2,1996.0,3.0,1.0,0,3150,0,2,670,0,0,0,1,4
9303,4,34000.0,22.62,0.0,0.0,,,14.0,0.0,16248,23.9,48.0,0.0,1,1990.0,11.0,1.0,0,1248,0,4,282,0,0,0,1,9
9304,0,117000.0,12.71,0.0,1.0,,,12.0,0.0,29323,72.6,39.0,0.0,1,1973.0,6.0,1.0,0,547,0,4,441,0,0,1,0,14
9305,2,60000.0,15.44,0.0,0.0,,,6.0,0.0,13309,73.5,19.0,0.0,2,2000.0,9.0,1.0,0,1073,0,4,83,0,4,0,3,33
9306,2,19200.0,3.63,0.0,1.0,,,4.0,0.0,2111,44.0,7.0,0.0,1,2006.0,7.0,1.0,0,4118,0,4,513,0,0,1,2,18
9307,10,70000.0,14.83,0.0,1.0,55.0,,11.0,0.0,14344,59.3,30.0,0.0,3,1991.0,12.0,1.0,0,3265,0,4,256,0,0,0,2,10
9308,0,32400.0,5.26,0.0,0.0,,,8.0,0.0,5079,37.9,24.0,0.0,3,1999.0,8.0,1.0,0,4639,0,4,281,0,4,0,1,9
9309,5,52000.0,11.98,1.0,0.0,18.0,,8.0,0.0,3255,72.3,12.0,0.0,3,2006.0,7.0,1.0,1,3956,0,4,477,0,0,0,1,24
9310,10,22800.0,12.95,0.0,1.0,,,6.0,0.0,8063,84.9,8.0,0.0,3,2005.0,5.0,1.0,0,7269,0,4,271,0,0,2,2,9
9311,10,53000.0,27.4,0.0,0.0,,,13.0,0.0,2983,10.2,36.0,0.0,1,1979.0,10.0,1.0,0,995,0,12,194,0,0,2,2,44
9312,5,45000.0,20.67,0.0,1.0,61.0,,6.0,0.0,5784,86.3,26.0,0.0,2,2002.0,1.0,1.0,0,4620,0,2,614,0,4,1,2,3
9313,1,70000.0,8.19,0.0,0.0,,,9.0,0.0,10411,56.0,21.0,0.0,2,1998.0,12.0,1.0,0,4933,0,2,76,0,4,2,0,33
9314,1,85000.0,22.79,1.0,0.0,17.0,,9.0,0.0,19271,73.6,17.0,0.0,1,2000.0,8.0,1.0,0,6088,0,4,187,0,4,1,2,44
9315,10,75996.0,15.54,0.0,0.0,,,12.0,0.0,41602,77.2,26.0,0.0,1,1990.0,11.0,1.0,0,26,0,18,646,0,0,0,1,4
9316,4,47000.0,14.86,0.0,4.0,,,9.0,0.0,5188,24.1,13.0,0.0,3,2002.0,1.0,1.0,0,4432,0,18,465,0,4,2,3,24
9317,2,77000.0,14.01,0.0,2.0,,,16.0,0.0,22458,66.4,21.0,0.0,1,2000.0,9.0,1.0,0,4717,0,2,43,0,0,1,0,6
9318,6,53000.0,10.71,1.0,1.0,6.0,,12.0,0.0,11470,47.6,19.0,0.0,2,1998.0,11.0,1.0,1,6273,0,5,278,0,4,0,2,9
9319,1,45500.0,6.57,0.0,0.0,,,5.0,0.0,1494,8.4,7.0,0.0,3,1984.0,9.0,1.0,0,932,0,12,12,0,3,0,2,19
9320,5,145000.0,10.65,0.0,0.0,,,13.0,0.0,18869,77.0,25.0,0.0,1,2002.0,12.0,1.0,0,3101,0,18,476,0,0,0,0,24
9321,2,22500.0,8.32,0.0,1.0,42.0,,5.0,0.0,5552,81.6,10.0,0.0,2,2005.0,11.0,1.0,0,5541,0,4,468,0,0,0,2,24
9322,4,43656.0,6.51,0.0,1.0,,,4.0,0.0,3446,86.1,12.0,0.0,1,2001.0,4.0,1.0,0,1859,0,2,252,0,4,1,3,10
9323,1,45000.0,1.28,0.0,0.0,,,5.0,0.0,25,0.1,11.0,0.0,3,2002.0,4.0,1.0,0,6292,0,8,641,0,4,1,2,4
9324,5,36996.0,18.46,0.0,2.0,,,4.0,0.0,4527,68.6,14.0,0.0,2,2004.0,4.0,1.0,0,669,0,18,18,0,4,1,4,38
9325,8,62500.0,2.5,0.0,1.0,61.0,,7.0,0.0,5526,43.2,12.0,0.0,3,1995.0,7.0,1.0,0,6238,0,8,1,0,0,0,2,19
9326,10,120000.0,9.44,0.0,0.0,60.0,,9.0,0.0,7124,31.0,35.0,0.0,1,1998.0,11.0,1.0,0,4689,0,18,654,0,0,0,0,4
9327,0,48000.0,27.15,0.0,0.0,,,7.0,0.0,27919,74.8,29.0,0.0,3,1991.0,4.0,1.0,1,4639,0,4,246,0,0,0,4,10
9328,10,129996.0,18.62,0.0,3.0,,,14.0,0.0,45086,45.4,36.0,0.0,2,1991.0,11.0,1.0,0,15,0,4,283,0,0,1,3,9
9329,8,54000.0,23.96,0.0,3.0,33.0,,10.0,0.0,7760,98.5,21.0,0.0,2,1994.0,3.0,1.0,0,6295,0,4,246,0,0,0,3,10
9330,2,32000.0,23.44,0.0,1.0,,,11.0,0.0,1545,4.1,41.0,0.0,1,1997.0,11.0,1.0,0,6367,0,4,491,0,3,0,3,16
9331,1,37000.0,19.72,0.0,0.0,,,7.0,0.0,4387,57.0,17.0,0.0,3,2000.0,11.0,1.0,0,4946,0,4,76,0,4,1,4,33
9332,1,24000.0,19.35,0.0,0.0,37.0,,6.0,0.0,0,0.0,18.0,0.0,3,1972.0,10.0,1.0,0,2919,0,6,703,0,4,0,4,46
9333,1,36000.0,13.9,0.0,0.0,,,10.0,0.0,387,2.5,26.0,0.0,3,2002.0,1.0,1.0,0,2594,0,16,660,0,0,2,3,4
9334,1,55000.0,12.09,0.0,2.0,,,17.0,0.0,20854,49.3,27.0,0.0,1,2003.0,2.0,1.0,0,5467,0,2,169,0,4,0,1,20
9335,6,140400.0,13.23,0.0,0.0,,,10.0,0.0,29294,69.6,19.0,0.0,1,1990.0,4.0,1.0,0,669,0,25,86,0,0,1,2,33
9336,1,24000.0,23.1,0.0,0.0,,,3.0,0.0,7286,39.6,9.0,0.0,3,1998.0,12.0,1.0,0,5118,0,8,654,0,3,1,0,4
9337,5,32500.0,5.8,0.0,0.0,,,2.0,0.0,68973,36.88,9.0,0.0,2,2002.0,4.0,1.0,0,1423,0,0,360,0,0,2,2,34
9338,6,75000.0,11.95,0.0,0.0,,,11.0,0.0,63278,61.0,23.0,0.0,2,1994.0,1.0,1.0,0,6678,0,6,247,0,0,0,0,10
9339,10,129996.0,7.38,0.0,1.0,,,10.0,0.0,27399,41.1,20.0,0.0,1,1993.0,12.0,1.0,0,1400,0,21,685,0,0,0,1,4
9340,2,36100.0,24.72,0.0,0.0,69.0,,10.0,0.0,8546,18.4,20.0,0.0,3,2000.0,8.0,1.0,0,6291,0,12,617,0,4,0,1,3
9341,10,150000.0,7.06,0.0,0.0,,,10.0,0.0,346,0.7,16.0,0.0,3,1977.0,12.0,1.0,0,4639,0,12,14,0,3,0,1,19
9342,2,96000.0,20.26,0.0,0.0,,,8.0,0.0,5438,60.4,22.0,0.0,1,1988.0,1.0,1.0,0,2257,0,2,122,0,0,1,0,37
9343,10,80400.0,12.61,0.0,2.0,79.0,,11.0,0.0,38279,72.5,32.0,0.0,2,1997.0,1.0,1.0,0,7223,0,4,161,0,0,2,4,20
9344,1,30000.0,14.48,0.0,0.0,,,4.0,0.0,135,1.8,4.0,0.0,2,2001.0,7.0,1.0,0,4996,0,6,342,0,4,0,3,34
9345,2,24996.0,22.9,0.0,1.0,,,11.0,0.0,3803,11.7,31.0,0.0,3,2003.0,12.0,1.0,0,1174,0,12,152,0,4,0,1,37
9346,4,47000.0,2.55,0.0,0.0,48.0,,8.0,0.0,4402,26.8,20.0,0.0,3,2001.0,12.0,1.0,0,4547,0,4,300,0,4,2,2,1
9347,10,57744.0,15.77,0.0,2.0,,,7.0,0.0,5916,68.8,22.0,0.0,2,1999.0,12.0,1.0,0,3221,0,8,361,0,0,0,2,34
9348,1,83500.0,4.8,1.0,1.0,12.0,,4.0,0.0,4086,34.0,13.0,0.0,2,2002.0,11.0,1.0,0,2217,0,4,358,0,4,0,0,34
9349,1,125000.0,16.94,0.0,3.0,,,21.0,0.0,167006,53.5,40.0,0.0,3,1997.0,3.0,1.0,0,4639,0,18,621,0,0,0,2,31
9350,5,350000.0,17.64,0.0,14.0,0.0,0.0,17.0,0.0,44827,80.4,37.0,0.0,2,1996.0,5.0,1.0,0,3581,0,8,656,0,0,0,3,4
9351,10,325000.0,5.32,1.0,4.0,13.0,,10.0,0.0,388892,6.1,25.0,0.0,1,1972.0,7.0,1.0,0,4905,0,14,442,0,0,1,0,14
9352,1,52000.0,9.65,0.0,0.0,39.0,,4.0,0.0,9330,72.9,11.0,0.0,3,2001.0,10.0,1.0,0,3350,0,4,17,0,4,2,0,19
9353,10,35900.0,15.38,0.0,3.0,47.0,28.0,6.0,1.0,760,69.1,19.0,0.0,1,1999.0,8.0,1.0,0,7799,0,21,192,0,0,2,4,44
9354,1,43200.0,13.47,0.0,0.0,,,7.0,0.0,14264,42.6,15.0,0.0,1,1994.0,12.0,1.0,0,6315,0,18,543,0,3,2,1,42
9355,6,86000.0,3.87,0.0,0.0,,94.0,8.0,1.0,8697,94.5,13.0,0.0,1,1998.0,1.0,1.0,0,4050,0,8,166,0,0,2,2,20
9356,1,110004.0,12.5,0.0,6.0,,,19.0,0.0,33112,66.9,55.0,0.0,2,1974.0,8.0,1.0,0,3818,0,4,558,0,0,1,1,42
9357,1,5000.0,4.8,0.0,3.0,0.0,0.0,4.0,0.0,228,19.0,4.0,0.0,1,2005.0,10.0,1.0,0,4639,0,18,615,0,4,0,0,3
9358,3,35000.0,14.33,0.0,1.0,,,15.0,0.0,6886,69.6,18.0,0.0,3,2004.0,9.0,1.0,0,779,0,2,141,0,4,0,3,37
9359,10,55000.0,11.89,0.0,1.0,,89.0,12.0,1.0,9817,33.8,27.0,0.0,2,1998.0,9.0,1.0,0,1361,0,4,660,0,3,2,4,4
9360,10,50400.0,4.24,0.0,1.0,43.0,,7.0,0.0,6220,33.3,7.0,0.0,1,2002.0,11.0,1.0,1,86,0,4,558,0,0,1,2,42
9361,10,80000.0,11.41,0.0,0.0,,,13.0,0.0,8160,9.4,29.0,0.0,3,1995.0,4.0,1.0,0,4658,0,4,1,0,0,0,3,19
9362,10,45000.0,19.31,0.0,0.0,,,10.0,0.0,20379,69.3,37.0,0.0,1,1994.0,6.0,1.0,0,977,0,4,393,0,0,2,2,47
9363,0,8000.0,7.5,0.0,0.0,,,4.0,0.0,1127,10.3,6.0,0.0,2,1999.0,9.0,1.0,0,4639,0,23,68,0,4,1,1,33
9364,3,90000.0,17.6,0.0,0.0,46.0,,17.0,0.0,16517,31.2,38.0,0.0,3,1990.0,12.0,1.0,0,3933,0,0,661,0,4,0,1,4
9365,1,135000.0,9.47,2.0,0.0,7.0,,5.0,0.0,11168,98.8,26.0,0.0,1,1995.0,9.0,1.0,0,6607,0,4,654,0,0,1,0,4
9366,1,76000.0,20.02,0.0,6.0,0.0,88.0,18.0,1.0,7327,50.9,40.0,0.0,1,1997.0,10.0,1.0,0,4639,0,4,330,0,0,0,3,17
9367,10,53000.0,21.55,0.0,1.0,32.0,,9.0,0.0,31250,71.7,27.0,0.0,3,1978.0,9.0,1.0,0,1484,0,4,185,0,0,0,1,44
9368,1,24000.0,3.7,1.0,0.0,4.0,,6.0,0.0,846,25.6,8.0,0.0,1,2000.0,10.0,1.0,0,1894,0,12,630,0,4,2,4,32
9369,3,72000.0,17.67,0.0,0.0,,104.0,7.0,1.0,20057,95.5,24.0,0.0,2,1995.0,7.0,1.0,0,7430,0,4,352,0,0,1,0,34
9370,10,59000.0,16.92,1.0,0.0,6.0,,16.0,0.0,14217,17.8,39.0,0.0,3,1997.0,9.0,1.0,0,4913,0,4,174,0,0,1,2,44
9371,10,55000.0,4.17,0.0,0.0,,90.0,11.0,1.0,6230,24.8,20.0,0.0,1,1997.0,5.0,1.0,0,93,0,2,405,0,0,0,1,47
9372,10,59000.0,20.87,0.0,1.0,,,9.0,0.0,11958,79.7,22.0,0.0,2,1998.0,1.0,1.0,0,6399,0,4,419,0,4,0,3,23
9373,1,37344.0,14.11,0.0,3.0,30.0,,11.0,0.0,5486,39.5,23.0,0.0,3,2000.0,10.0,1.0,0,7286,0,4,114,0,0,2,2,37
9374,4,87000.0,9.31,2.0,1.0,9.0,,7.0,0.0,20970,88.4,32.0,0.0,3,1991.0,9.0,1.0,0,4568,0,4,442,0,4,1,0,14
9375,10,85000.0,0.17,0.0,0.0,39.0,,9.0,0.0,2994,9.5,37.0,0.0,3,1991.0,11.0,1.0,0,7380,0,4,701,0,0,1,1,36
9376,5,31000.0,21.02,0.0,1.0,,,5.0,0.0,1365,42.7,8.0,0.0,2,1999.0,11.0,1.0,0,6630,0,4,551,0,4,0,2,42
9377,2,36000.0,5.17,1.0,2.0,16.0,0.0,2.0,0.0,1340,53.6,7.0,0.0,2,1995.0,12.0,1.0,1,2444,0,8,45,0,4,0,2,30
9378,0,4200.0,4.29,1.0,0.0,9.0,,4.0,0.0,63,7.9,5.0,0.0,2,2006.0,11.0,1.0,0,4639,0,6,159,0,4,0,1,44
9379,1,60000.0,23.02,0.0,2.0,37.0,,9.0,0.0,1875,34.1,7.0,0.0,1,2001.0,6.0,1.0,1,892,0,18,533,0,4,1,4,35
9380,7,48500.0,13.86,0.0,2.0,61.0,,11.0,0.0,10002,18.7,38.0,0.0,1,1993.0,2.0,1.0,1,5021,0,8,272,0,0,1,0,9
9381,8,208000.0,7.94,0.0,0.0,24.0,,11.0,0.0,3761,23.5,79.0,0.0,3,1993.0,2.0,1.0,0,2507,0,4,161,0,0,2,4,20
9382,2,60000.0,22.34,0.0,0.0,,,5.0,0.0,22951,42.5,36.0,0.0,3,1991.0,11.0,1.0,1,2605,0,2,294,0,4,1,0,1
9383,1,50000.0,8.66,0.0,1.0,25.0,88.0,13.0,1.0,9380,44.1,24.0,0.0,2,1989.0,4.0,1.0,1,4517,0,5,42,0,4,0,0,6
9384,1,95000.0,9.37,0.0,0.0,,,3.0,0.0,13522,98.0,3.0,0.0,2,2001.0,4.0,1.0,0,916,0,2,158,0,4,1,1,7
9385,8,110000.0,10.24,1.0,1.0,7.0,,11.0,0.0,14351,90.8,52.0,0.0,1,1995.0,1.0,1.0,0,2497,0,4,173,0,0,2,3,44
9386,4,40000.0,11.34,0.0,0.0,,,8.0,0.0,12897,85.4,20.0,0.0,1,2002.0,8.0,1.0,0,3619,0,4,442,0,4,2,2,14
9387,2,67000.0,14.61,0.0,1.0,,,3.0,0.0,1478,73.9,18.0,0.0,3,1996.0,2.0,1.0,0,2902,0,4,300,0,4,1,0,1
9388,7,35000.0,23.17,0.0,0.0,55.0,104.0,12.0,1.0,3723,39.4,33.0,0.0,1,1996.0,9.0,1.0,1,6294,0,10,635,0,4,1,4,4
9389,10,35000.0,17.14,0.0,0.0,,,5.0,0.0,5363,17.8,12.0,0.0,3,1996.0,9.0,1.0,0,5128,0,8,618,0,0,1,1,3
9390,8,140000.0,9.46,0.0,0.0,,,9.0,0.0,100796,49.1,29.0,0.0,1,1990.0,8.0,1.0,0,4304,0,4,219,0,0,2,2,27
9391,10,35000.0,28.8,0.0,0.0,,,13.0,0.0,29358,69.1,18.0,0.0,3,1997.0,12.0,1.0,0,3751,0,2,230,0,3,0,4,27
9392,8,50000.0,3.34,1.0,3.0,12.0,,4.0,0.0,3940,85.7,15.0,0.0,1,2002.0,8.0,1.0,1,4691,0,14,298,0,0,2,4,1
9393,8,17720.09,12.19,0.0,0.0,,,5.0,0.0,971,42.2,6.0,0.0,1,2004.0,10.0,1.0,0,4234,0,23,77,0,4,1,0,33
9394,5,42600.0,5.46,0.0,3.0,,,3.0,0.0,7469,56.6,9.0,0.0,1,2005.0,5.0,1.0,0,7563,0,18,273,0,4,2,4,9
9395,10,40000.0,24.33,0.0,0.0,30.0,,11.0,0.0,30003,90.4,28.0,0.0,2,1977.0,9.0,1.0,1,4639,0,4,641,0,0,1,4,4
9396,7,82000.0,12.0,0.0,1.0,79.0,,6.0,0.0,25334,71.6,31.0,0.0,3,2002.0,6.0,1.0,0,3651,0,4,170,0,0,0,3,20
9397,1,28000.0,15.21,0.0,2.0,32.0,,12.0,0.0,4293,66.0,19.0,0.0,2,2002.0,5.0,1.0,0,4639,0,2,674,0,4,0,0,4
9398,1,10020.0,6.35,0.0,1.0,,,2.0,0.0,2584,44.6,3.0,0.0,3,2006.0,9.0,1.0,0,7175,0,12,223,0,4,2,0,27
9399,8,130000.0,8.13,0.0,1.0,,,7.0,0.0,14090,70.1,31.0,0.0,2,1998.0,12.0,1.0,0,2573,0,4,13,0,0,2,1,19
9400,3,72800.0,9.26,0.0,0.0,52.0,,10.0,0.0,4087,23.4,28.0,0.0,2,2001.0,3.0,1.0,1,4393,0,14,247,0,0,0,2,10
9401,4,75000.0,20.19,0.0,1.0,,,16.0,0.0,9284,76.1,40.0,0.0,2,2000.0,7.0,1.0,0,1302,0,18,671,0,4,1,2,4
9402,8,75000.0,24.37,0.0,0.0,,,9.0,0.0,18878,44.8,18.0,0.0,3,1996.0,12.0,1.0,0,7725,0,4,166,0,0,1,3,20
9403,2,61000.0,12.59,0.0,1.0,28.0,65.0,9.0,1.0,15183,70.3,14.0,0.0,3,2003.0,8.0,1.0,1,4449,0,25,50,0,4,0,4,30
9404,10,80000.0,24.22,0.0,1.0,,,8.0,0.0,31162,89.5,14.0,0.0,3,1998.0,11.0,1.0,1,2784,0,8,674,0,0,1,3,4
9405,5,240000.0,2.85,0.0,3.0,55.0,,10.0,0.0,2340,8.7,38.0,0.0,2,1990.0,5.0,1.0,0,1690,0,4,650,0,0,2,1,4
9406,3,70000.0,5.23,1.0,0.0,11.0,,17.0,0.0,57176,12.1,26.0,0.0,3,2003.0,1.0,1.0,0,1375,0,2,34,0,4,0,4,6
9407,6,31000.0,14.09,0.0,0.0,,,7.0,0.0,6458,45.5,24.0,0.0,1,1999.0,10.0,1.0,0,7263,0,4,654,0,4,1,3,4
9408,5,100000.0,0.64,0.0,5.0,44.0,,11.0,0.0,3325,7.9,50.0,0.0,3,1995.0,12.0,1.0,0,4228,0,8,52,0,0,1,4,30
9409,2,59000.0,13.38,0.0,1.0,,,6.0,0.0,6678,48.4,11.0,0.0,2,2003.0,9.0,1.0,0,5102,0,2,705,0,4,0,4,46
9410,2,65000.0,22.1,2.0,2.0,14.0,,8.0,0.0,23542,92.7,47.0,0.0,2,1986.0,2.0,1.0,0,1426,0,4,228,0,0,1,1,27
9411,9,60000.0,13.74,2.0,0.0,13.0,,6.0,0.0,1412,81.9,16.0,0.0,3,1997.0,10.0,1.0,0,611,0,2,653,0,4,0,3,4
9412,10,66000.0,8.35,0.0,0.0,,,9.0,0.0,5008,9.1,22.0,0.0,1,1993.0,6.0,1.0,0,2603,0,23,60,0,0,2,1,30
9413,1,178548.0,8.46,0.0,5.0,,,14.0,0.0,2414,3.3,23.0,0.0,1,2000.0,3.0,1.0,0,4372,0,18,44,0,4,2,1,30
9414,3,100000.0,11.12,0.0,4.0,,,8.0,0.0,26435,88.7,14.0,0.0,3,2002.0,10.0,1.0,0,6920,0,2,77,0,4,0,1,33
9415,10,70000.0,6.24,0.0,0.0,,,6.0,0.0,9940,25.6,18.0,0.0,1,1997.0,5.0,1.0,0,6797,0,4,12,0,4,2,4,19
9416,7,36000.0,10.23,0.0,2.0,,,12.0,0.0,5093,34.4,17.0,0.0,1,2006.0,8.0,1.0,0,7581,0,23,158,0,4,2,1,7
9417,2,24996.0,19.06,0.0,0.0,,,10.0,0.0,1952,26.0,11.0,0.0,2,1985.0,3.0,1.0,1,1569,0,5,241,0,4,0,2,39
9418,10,40000.0,2.04,0.0,0.0,,,9.0,0.0,2614,6.8,19.0,0.0,2,1986.0,4.0,1.0,0,5610,0,0,222,0,0,2,1,27
9419,8,73000.0,23.26,0.0,1.0,,,8.0,0.0,9148,88.0,30.0,0.0,2,1982.0,4.0,1.0,0,2778,0,4,646,0,4,2,4,4
9420,3,543000.0,8.22,0.0,1.0,,,23.0,0.0,114285,52.2,63.0,0.0,2,1991.0,4.0,1.0,0,6846,0,8,612,0,0,1,0,3
9421,1,40000.0,3.51,0.0,0.0,,,5.0,0.0,2198,16.9,9.0,0.0,1,2005.0,4.0,1.0,1,4036,0,12,64,0,4,1,3,33
9422,9,35000.0,14.33,0.0,0.0,,,14.0,0.0,4293,65.8,26.0,0.0,1,1997.0,1.0,1.0,0,1464,0,4,637,0,4,0,2,4
9423,10,150000.0,14.98,0.0,0.0,,,13.0,0.0,54833,68.1,30.0,0.0,2,1997.0,9.0,1.0,1,4453,0,8,630,0,0,1,1,32
