,emp_length,annual_inc,debt_to_income,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,collections_12_mths_ex_med,mths_since_last_major_derog,cr_line_yrs,cr_line_mths,cr_line_days,is_bad,purpose_cat,emp_title,policy_code,zip_code,home_ownership,initial_list_status,addr_state,verification_status,pymnt_plan
8187,3,50000.0,11.33,0.0,0.0,60.0,,6.0,0.0,2979,45.8,17.0,0.0,3,1997.0,10.0,1.0,0,2,3377,0,158,4,0,7,0,0
8188,10,80000.0,20.29,0.0,3.0,41.0,101.0,21.0,1.0,19879,55.1,42.0,0.0,2,1997.0,8.0,1.0,0,4,7239,1,134,0,0,37,0,0
8189,1,77000.0,23.47,0.0,3.0,,,3.0,0.0,10336,65.8,8.0,0.0,2,2002.0,5.0,1.0,1,5,906,4,703,4,0,46,1,0
8190,1,20400.0,4.06,0.0,0.0,,,6.0,0.0,2259,13.6,9.0,0.0,2,2000.0,2.0,1.0,1,12,3052,0,12,4,0,19,2,0
8191,5,150000.0,2.37,0.0,0.0,,,13.0,0.0,10944,29.8,24.0,0.0,1,1998.0,12.0,1.0,0,4,4386,1,171,0,0,20,0,0
8192,10,42000.0,19.17,0.0,2.0,39.0,,9.0,0.0,14063,36.3,29.0,0.0,3,1998.0,5.0,1.0,0,4,4443,4,380,0,0,22,0,0
8193,1,59000.0,20.6,0.0,0.0,,,14.0,0.0,30818,48.2,39.0,0.0,3,1996.0,3.0,1.0,0,4,6480,3,247,0,0,10,1,0
8194,2,25000.0,20.64,0.0,2.0,,,7.0,0.0,6533,47.7,12.0,0.0,3,1998.0,5.0,1.0,1,4,6593,1,636,4,0,4,0,0
8195,7,41700.0,17.78,0.0,0.0,,,6.0,0.0,14610,76.9,13.0,0.0,2,2002.0,5.0,1.0,1,2,6191,4,26,0,0,29,0,0
8196,10,89400.0,21.1,0.0,1.0,33.0,111.0,4.0,1.0,461,92.2,14.0,0.0,2,1994.0,1.0,1.0,0,16,7315,0,656,4,0,4,1,0
8197,8,18000.0,24.2,0.0,0.0,,,10.0,0.0,15813,79.1,15.0,0.0,1,2001.0,9.0,1.0,0,4,6043,3,441,3,0,14,1,0
8198,2,50000.0,1.17,0.0,0.0,,,3.0,0.0,3278,17.5,3.0,0.0,3,2004.0,4.0,1.0,0,18,5028,2,650,4,0,4,0,0
8199,5,42000.0,21.0,1.0,1.0,18.0,,12.0,0.0,7368,22.6,15.0,0.0,2,1996.0,9.0,1.0,0,4,382,4,699,4,0,36,1,0
8200,10,25000.0,10.99,0.0,0.0,,,12.0,0.0,7693,15.1,14.0,0.0,2,1998.0,6.0,1.0,0,2,7570,4,266,3,0,9,0,0
8201,7,91392.0,8.18,0.0,1.0,,,7.0,0.0,2914,15.9,12.0,0.0,1,2006.0,1.0,1.0,0,23,7774,1,62,4,0,30,0,0
8202,4,104371.43,12.97,0.0,0.0,,,12.0,0.0,19583,94.1,15.0,0.0,3,1996.0,10.0,1.0,0,4,916,4,175,4,0,44,1,0
8203,2,68515.0,2.07,0.0,1.0,,,7.0,0.0,2657,32.2,9.0,0.0,2,2007.0,10.0,1.0,0,2,3569,1,64,4,0,33,2,0
8204,1,13000.0,0.92,0.0,1.0,31.0,,4.0,0.0,3498,47.9,9.0,0.0,2,1999.0,11.0,1.0,1,21,2599,2,618,4,0,3,0,0
8205,5,110000.0,6.65,0.0,0.0,,,4.0,0.0,13172,52.7,9.0,0.0,2,2001.0,7.0,1.0,0,4,5451,2,80,0,0,33,2,0
8206,6,72000.0,9.25,0.0,0.0,73.0,,13.0,0.0,4641,9.5,24.0,0.0,2,1999.0,10.0,1.0,0,4,5082,2,77,4,0,33,1,0
8207,2,40000.0,25.17,0.0,0.0,,,9.0,0.0,15217,39.0,34.0,0.0,3,1994.0,8.0,1.0,0,18,2924,4,18,4,0,38,0,0
8208,4,45000.0,8.99,0.0,1.0,,,9.0,0.0,9501,64.2,10.0,0.0,1,2005.0,5.0,1.0,1,4,4895,3,123,4,0,37,2,0
8209,1,40000.0,6.09,0.0,0.0,,,6.0,0.0,5476,70.2,7.0,0.0,1,2007.0,1.0,1.0,0,2,564,3,276,3,0,9,2,0
8210,10,115154.16,16.63,0.0,0.0,,,13.0,0.0,15668,79.5,28.0,0.0,2,1982.0,4.0,1.0,0,18,6469,0,675,4,0,4,1,0
8211,1,34000.0,2.96,0.0,0.0,,,8.0,0.0,514,3.2,20.0,0.0,3,1991.0,12.0,1.0,0,8,4639,2,584,0,0,5,0,0
8212,10,185000.0,21.55,0.0,1.0,,,30.0,0.0,28580,67.0,60.0,0.0,3,1996.0,12.0,1.0,1,18,5781,0,257,0,0,10,0,0
8213,7,30000.0,10.44,0.0,0.0,,,5.0,0.0,6207,78.6,11.0,0.0,1,2001.0,3.0,1.0,0,4,2237,2,18,4,0,38,0,0
8214,5,90000.0,17.39,0.0,1.0,0.0,0.0,15.0,0.0,18913,34.1,26.0,0.0,2,1995.0,12.0,1.0,0,4,7860,1,384,0,0,22,0,0
8215,8,33600.0,9.07,2.0,0.0,4.0,,2.0,0.0,768,76.8,6.0,0.0,1,2005.0,11.0,1.0,0,18,128,3,393,4,0,47,2,0
8216,6,25000.0,17.86,0.0,0.0,,,5.0,0.0,15028,88.4,10.0,0.0,2,2001.0,12.0,1.0,1,19,4661,1,463,4,0,24,0,0
8217,4,110000.0,7.96,0.0,0.0,,,7.0,0.0,11107,79.3,11.0,0.0,2,2005.0,7.0,1.0,0,18,1945,3,571,0,0,42,0,0
8218,0,49000.0,14.35,0.0,1.0,41.0,,14.0,0.0,25626,49.9,32.0,0.0,1,1977.0,5.0,1.0,0,21,4639,0,286,0,0,9,1,0
8219,6,105000.0,17.25,0.0,2.0,,,21.0,0.0,28979,79.8,29.0,0.0,2,2004.0,9.0,1.0,0,4,3076,1,441,0,0,14,1,0
8220,2,21996.0,0.55,0.0,1.0,,,3.0,0.0,448,17.2,6.0,0.0,3,2007.0,2.0,1.0,0,18,1342,1,653,4,0,4,2,0
8221,1,120000.0,17.99,0.0,3.0,,,25.0,0.0,43263,56.5,58.0,0.0,3,1992.0,5.0,1.0,0,4,754,0,139,0,0,37,1,0
8222,0,40000.0,23.19,0.0,2.0,,,6.0,0.0,4592,79.2,15.0,0.0,2,2001.0,8.0,1.0,0,25,4639,0,76,4,0,33,1,0
8223,2,30000.0,7.2,0.0,0.0,26.0,,6.0,0.0,7320,84.1,21.0,0.0,1,1999.0,9.0,1.0,0,0,733,2,164,4,0,20,0,0
8224,8,46000.0,17.48,0.0,1.0,56.0,,5.0,0.0,8585,93.3,15.0,0.0,3,2000.0,6.0,1.0,0,4,1919,0,584,0,0,5,0,0
8225,4,37200.0,20.77,0.0,1.0,,,13.0,0.0,296,0.9,32.0,0.0,3,2000.0,9.0,1.0,0,25,1647,0,148,4,0,37,1,0
8226,4,75000.0,25.23,0.0,0.0,,,7.0,0.0,20707,75.0,20.0,0.0,3,1996.0,9.0,1.0,0,4,1640,0,174,3,0,44,1,0
8227,9,90000.0,10.41,0.0,0.0,,,11.0,0.0,11532,42.4,24.0,0.0,2,1995.0,6.0,1.0,0,2,2719,1,246,0,0,10,0,0
8228,1,72000.0,8.57,0.0,2.0,,,9.0,0.0,5023,34.4,28.0,0.0,2,1999.0,11.0,1.0,0,12,4340,3,246,4,0,10,1,0
8229,3,90000.0,24.73,0.0,7.0,25.0,,17.0,0.0,10929,41.9,26.0,0.0,3,2002.0,5.0,1.0,0,8,327,0,558,0,0,42,1,0
8230,1,100000.0,12.61,0.0,0.0,,,10.0,0.0,31980,87.5,23.0,0.0,2,1997.0,12.0,1.0,0,4,2871,4,64,4,0,33,2,0
8231,1,63240.0,19.79,0.0,1.0,28.0,,11.0,0.0,9000,72.6,16.0,0.0,2,2000.0,10.0,1.0,0,4,7266,0,440,4,0,14,1,0
8232,1,95000.0,15.49,0.0,0.0,,,15.0,0.0,35788,22.9,39.0,0.0,3,1990.0,2.0,1.0,0,8,753,3,163,0,0,20,1,0
8233,1,52000.0,19.52,0.0,2.0,,86.0,7.0,1.0,21888,81.9,18.0,0.0,1,1986.0,3.0,1.0,0,18,3311,4,658,4,0,4,1,0
8234,6,81996.0,18.56,0.0,0.0,,,11.0,0.0,4575,20.4,17.0,0.0,2,2003.0,12.0,1.0,0,4,4867,4,654,4,0,4,1,0
8235,10,55000.0,27.34,0.0,0.0,,,10.0,0.0,10204,74.8,28.0,0.0,3,2001.0,2.0,1.0,1,4,5766,0,657,4,0,4,1,0
8236,10,40000.0,5.82,0.0,1.0,,,6.0,0.0,5586,42.0,15.0,0.0,3,2001.0,6.0,1.0,0,2,2945,0,275,4,0,9,1,0
8237,8,30000.0,8.8,0.0,1.0,,,7.0,0.0,8935,38.7,15.0,0.0,3,2000.0,11.0,1.0,0,10,3207,2,44,4,0,30,1,0
8238,6,108000.0,10.92,0.0,0.0,25.0,,12.0,0.0,14491,70.0,34.0,0.0,2,1982.0,12.0,1.0,0,2,4525,4,183,4,0,44,2,0
8239,5,65000.0,10.91,0.0,0.0,,,6.0,0.0,22456,88.5,10.0,0.0,3,2005.0,11.0,1.0,0,2,7185,3,703,4,0,46,1,0
8240,6,36996.0,18.81,0.0,0.0,,,9.0,0.0,9266,30.9,12.0,0.0,1,1999.0,4.0,1.0,0,4,2591,1,275,4,0,9,0,0
8241,4,109896.0,12.28,0.0,0.0,35.0,,11.0,0.0,13,0.2,19.0,0.0,1,2000.0,9.0,1.0,1,25,608,1,635,4,0,4,2,0
8242,1,12240.0,17.45,1.0,2.0,21.0,,6.0,0.0,0,0.0,11.0,0.0,3,2005.0,9.0,1.0,0,16,662,0,166,4,0,20,2,0
8243,10,74000.0,8.69,0.0,0.0,,,7.0,0.0,17858,61.2,32.0,0.0,2,1989.0,7.0,1.0,0,4,3333,3,70,0,0,33,1,0
8244,1,40000.0,6.33,0.0,0.0,,,3.0,0.0,7413,43.4,11.0,0.0,1,2002.0,1.0,1.0,0,25,4389,4,12,4,0,19,0,0
8245,3,72000.0,17.3,0.0,2.0,58.0,,7.0,0.0,10689,86.9,23.0,0.0,2,2000.0,1.0,1.0,0,8,2997,4,324,0,0,17,0,0
8246,5,74872.0,22.69,0.0,1.0,,,11.0,0.0,11127,49.7,23.0,0.0,3,1983.0,5.0,1.0,0,4,7316,0,161,4,0,20,1,0
8247,2,110328.0,16.01,0.0,2.0,,,11.0,0.0,24554,97.4,18.0,0.0,1,1997.0,7.0,1.0,0,18,6419,2,162,0,0,20,0,0
8248,1,95000.0,0.25,0.0,0.0,,,4.0,0.0,165,1.1,5.0,0.0,3,2004.0,3.0,1.0,0,2,4639,4,650,3,0,4,0,0
8249,10,50000.0,24.24,0.0,1.0,,,10.0,0.0,14450,93.2,32.0,0.0,2,1997.0,8.0,1.0,0,2,7580,0,273,4,0,9,1,0
8250,4,384000.0,1.77,0.0,0.0,,,3.0,0.0,13757,98.3,12.0,0.0,2,2005.0,11.0,1.0,1,18,956,4,279,4,0,9,0,0
8251,9,58000.0,23.3,0.0,5.0,,,18.0,0.0,23983,55.8,34.0,0.0,3,1996.0,12.0,1.0,0,4,6698,2,78,3,0,33,0,0
8252,3,60000.0,16.28,0.0,0.0,,,5.0,0.0,26331,96.9,8.0,0.0,2,1994.0,8.0,1.0,0,2,7124,2,176,4,0,44,0,0
8253,9,120000.0,8.97,0.0,2.0,,,7.0,0.0,7158,46.2,19.0,0.0,2,1990.0,12.0,1.0,0,8,4639,2,52,0,0,30,0,0
8254,2,49000.0,21.11,0.0,2.0,,,12.0,0.0,10653,37.0,27.0,0.0,2,1999.0,10.0,1.0,0,8,2606,3,292,0,0,1,0,0
8255,6,43700.0,18.67,0.0,1.0,,,16.0,0.0,21119,52.4,31.0,0.0,2,1994.0,8.0,1.0,0,4,5808,0,54,0,0,30,2,0
8256,1,16500.0,8.73,0.0,0.0,,,4.0,0.0,1569,82.6,5.0,0.0,2,2007.0,1.0,1.0,1,18,4013,0,582,4,0,5,0,0
8257,5,50000.0,2.09,0.0,0.0,,,5.0,0.0,2472,15.3,8.0,0.0,1,2006.0,9.0,1.0,0,16,3508,2,658,0,0,4,1,0
8258,9,100000.0,9.65,0.0,4.0,,,10.0,0.0,5516,44.1,19.0,0.0,2,2000.0,12.0,1.0,0,8,2320,3,581,3,0,42,1,0
8259,9,78000.0,15.38,0.0,0.0,,,11.0,0.0,4573,51.4,20.0,0.0,2,1995.0,1.0,1.0,0,4,4587,2,646,0,0,4,2,0
8260,5,113000.0,12.07,1.0,0.0,18.0,,6.0,0.0,17974,86.8,20.0,0.0,1,1998.0,9.0,1.0,0,2,246,3,661,0,0,4,1,0
8261,9,78411.0,3.5,0.0,0.0,,109.0,10.0,1.0,2741,11.6,18.0,0.0,2,1996.0,3.0,1.0,0,14,4486,4,235,4,0,27,2,0
8262,5,43500.0,20.25,0.0,3.0,,,14.0,0.0,15070,58.6,32.0,0.0,3,1982.0,6.0,1.0,0,4,3873,3,114,3,0,37,0,0
8263,10,50500.0,15.52,0.0,0.0,,,8.0,0.0,18647,84.7,23.0,0.0,1,1986.0,12.0,1.0,0,8,99,2,440,0,0,14,1,0
8264,10,84000.0,24.37,0.0,3.0,,,10.0,0.0,11390,47.7,27.0,0.0,3,1994.0,12.0,1.0,0,4,7188,0,599,0,0,49,1,0
8265,7,54000.0,7.44,1.0,1.0,6.0,,7.0,0.0,9166,27.0,15.0,0.0,3,1997.0,9.0,1.0,0,8,2624,1,247,0,0,10,0,0
8266,8,96000.0,16.4,0.0,0.0,70.0,,16.0,0.0,14828,46.6,37.0,0.0,3,1987.0,5.0,1.0,0,4,5540,2,41,0,0,6,1,0
8267,0,86400.0,24.06,0.0,0.0,,,10.0,0.0,26817,54.7,35.0,0.0,1,1973.0,5.0,1.0,0,4,4639,2,653,4,0,4,1,0
8268,10,40000.0,18.57,0.0,2.0,42.0,,13.0,0.0,8973,69.0,28.0,0.0,1,1984.0,5.0,1.0,0,4,6413,2,415,4,0,23,0,0
8269,2,20000.0,19.02,0.0,1.0,24.0,0.0,1.0,0.0,0,0.0,1.0,0.0,2,2005.0,3.0,1.0,0,21,4026,4,89,3,0,33,0,0
8270,5,48840.0,13.51,0.0,1.0,,,11.0,0.0,12588,34.0,16.0,0.0,2,1998.0,10.0,1.0,0,4,2587,1,115,0,0,37,0,0
8271,1,125000.0,9.57,0.0,0.0,,,16.0,0.0,34991,56.2,20.0,0.0,2,2001.0,4.0,1.0,0,4,4551,3,59,4,0,30,0,0
8272,1,74000.0,23.35,0.0,0.0,,,9.0,0.0,13042,52.2,22.0,0.0,2,1993.0,12.0,1.0,0,8,1554,3,358,0,0,34,1,0
8273,0,16620.0,3.97,0.0,1.0,,,8.0,0.0,539,4.6,27.0,0.0,3,2065.0,9.0,1.0,0,8,4639,1,157,3,0,8,1,0
8274,4,43200.0,12.3,0.0,0.0,,,6.0,0.0,547,2.4,8.0,0.0,2,2007.0,5.0,1.0,1,12,7315,3,543,0,0,42,0,0
8275,1,34000.0,18.11,0.0,0.0,,,8.0,0.0,19061,39.6,11.0,0.0,1,2001.0,8.0,1.0,0,4,4529,0,679,3,0,4,0,0
8276,10,32000.0,22.13,0.0,0.0,,,6.0,0.0,33214,64.6,14.0,0.0,3,1994.0,4.0,1.0,0,4,823,4,378,4,0,22,0,0
8277,3,330000.0,17.04,0.0,0.0,,,11.0,0.0,79576,99.5,34.0,0.0,2,1993.0,3.0,1.0,0,4,1738,4,238,0,0,39,1,0
8278,2,35000.0,9.12,0.0,1.0,,,6.0,0.0,5849,39.8,18.0,0.0,2,2006.0,3.0,1.0,0,2,164,3,242,3,0,39,0,0
8279,2,32900.0,19.88,0.0,0.0,,,5.0,0.0,1514,18.9,7.0,0.0,1,2007.0,4.0,1.0,0,14,6763,0,576,0,0,42,1,0
8280,0,48000.0,8.4,0.0,0.0,56.0,91.0,6.0,1.0,4653,84.6,20.0,0.0,1,1999.0,7.0,1.0,0,18,4639,0,372,4,0,22,2,0
8281,1,75000.0,18.69,0.0,2.0,46.0,,10.0,0.0,11197,81.7,31.0,0.0,2,2000.0,8.0,1.0,0,4,2841,2,456,4,0,14,2,0
8282,1,32000.0,0.0,0.0,6.0,30.0,,2.0,0.0,0,0.0,9.0,0.0,1,1991.0,2.0,1.0,0,8,5762,2,441,0,0,14,0,0
8283,8,55308.0,21.48,1.0,3.0,23.0,,8.0,0.0,17016,93.5,19.0,0.0,1,2000.0,10.0,1.0,1,8,6469,3,658,3,0,4,2,0
8284,10,70000.0,17.9,0.0,0.0,,,5.0,0.0,22879,59.0,23.0,0.0,3,2000.0,11.0,1.0,0,2,7023,0,635,4,0,4,1,0
8285,1,32000.0,1.13,0.0,2.0,54.0,0.0,2.0,0.0,613,76.6,7.0,0.0,3,2002.0,7.0,1.0,0,2,6865,4,489,3,0,16,0,0
8286,6,62972.0,23.8,0.0,2.0,79.0,,29.0,0.0,14275,29.3,56.0,0.0,1,1996.0,9.0,1.0,0,4,5314,2,12,3,0,19,0,0
8287,5,100000.0,4.66,0.0,0.0,,,10.0,0.0,19769,74.0,12.0,0.0,2,2006.0,8.0,1.0,0,4,3410,0,536,0,0,35,1,0
8288,4,25000.0,20.21,0.0,1.0,,,9.0,0.0,13097,74.8,17.0,0.0,2,2007.0,2.0,1.0,0,2,83,1,440,4,0,14,1,0
8289,1,180000.0,7.21,0.0,0.0,,,13.0,0.0,660,3.7,31.0,0.0,3,2000.0,12.0,1.0,0,4,4721,2,680,4,0,4,0,0
8290,10,48000.0,21.38,0.0,0.0,75.0,,5.0,0.0,2598,42.6,16.0,0.0,2,1996.0,10.0,1.0,0,0,1444,4,342,0,0,34,1,0
8291,8,120000.0,9.81,0.0,1.0,,,12.0,0.0,9835,21.5,29.0,0.0,1,1996.0,11.0,1.0,0,4,3976,1,647,0,0,4,1,0
8292,3,31200.0,26.62,0.0,0.0,,,4.0,0.0,29590,83.0,15.0,0.0,3,2000.0,6.0,1.0,0,4,1088,4,247,0,0,10,2,0
8293,8,45600.0,24.68,1.0,1.0,20.0,106.0,8.0,1.0,5653,46.3,21.0,0.0,2,1999.0,12.0,1.0,0,4,777,4,715,4,0,46,0,0
8294,6,60000.0,9.56,0.0,0.0,38.0,,6.0,0.0,5626,89.3,26.0,0.0,3,2000.0,1.0,1.0,0,18,5352,4,115,0,0,37,2,0
8295,3,70000.0,23.02,0.0,8.0,,,5.0,0.0,28461,93.6,14.0,0.0,3,1997.0,1.0,1.0,0,4,5358,0,396,4,0,47,1,0
8296,0,75156.0,16.89,0.0,0.0,,,11.0,0.0,39130,65.8,25.0,0.0,2,1993.0,7.0,1.0,1,5,4639,1,46,0,0,30,2,0
8297,6,38400.0,17.81,0.0,0.0,,,5.0,0.0,8754,90.2,10.0,0.0,2,2004.0,11.0,1.0,1,12,376,0,342,4,0,34,0,0
8298,10,190000.0,21.4,0.0,2.0,34.0,,20.0,0.0,12531,30.1,33.0,0.0,2,1994.0,6.0,1.0,0,4,4182,1,393,0,0,47,1,0
8299,10,174996.0,22.37,0.0,0.0,34.0,,24.0,0.0,62853,76.7,52.0,0.0,2,1984.0,8.0,1.0,0,12,1269,1,560,0,0,42,1,0
8300,5,115800.0,14.15,0.0,1.0,29.0,,15.0,0.0,59318,75.1,38.0,0.0,3,1998.0,5.0,1.0,0,4,2032,4,247,0,0,10,2,0
8301,7,58000.0,12.29,1.0,3.0,16.0,,8.0,0.0,1339,7.4,18.0,0.0,3,2002.0,9.0,1.0,0,10,7391,1,655,4,0,4,1,0
8302,10,35400.0,22.95,0.0,1.0,,,8.0,0.0,6424,30.8,12.0,0.0,1,1998.0,3.0,1.0,0,4,2049,0,661,4,0,4,2,0
8303,10,120000.0,18.24,1.0,1.0,6.0,,4.0,0.0,12966,86.4,23.0,0.0,1,1991.0,3.0,1.0,1,4,1409,1,629,4,0,32,1,0
8304,5,65000.0,18.0,0.0,2.0,,,10.0,0.0,9648,37.1,34.0,0.0,3,1993.0,10.0,1.0,0,4,4035,2,654,4,0,4,1,0
8305,9,60000.0,8.36,0.0,2.0,39.0,,9.0,0.0,868,4.5,17.0,0.0,1,2004.0,10.0,1.0,0,4,7345,4,667,4,0,4,0,0
8306,10,66516.0,10.93,0.0,0.0,,,11.0,0.0,29596,30.8,21.0,0.0,2,1994.0,5.0,1.0,1,4,2532,1,77,2,0,33,0,0
8307,10,46000.0,17.97,0.0,5.0,,,13.0,0.0,16419,94.4,22.0,0.0,3,2002.0,6.0,1.0,0,8,6047,3,455,0,0,14,2,0
8308,10,40000.0,8.85,0.0,0.0,,,5.0,0.0,324,2.1,21.0,0.0,2,2002.0,6.0,1.0,0,25,1867,2,43,3,0,6,1,0
8309,1,41000.0,13.79,0.0,0.0,,,8.0,0.0,20571,49.6,25.0,0.0,3,2001.0,8.0,1.0,0,2,2634,3,654,4,0,4,0,0
8310,1,65000.0,8.79,0.0,0.0,,,7.0,0.0,13964,70.9,17.0,0.0,2,1996.0,7.0,1.0,0,4,2165,1,64,4,0,33,2,0
8311,1,42500.0,4.26,0.0,0.0,,,3.0,0.0,0,0.0,19.0,0.0,1,1983.0,12.0,1.0,0,12,7791,3,15,4,0,19,2,0
8312,10,52000.0,11.82,0.0,2.0,71.0,,7.0,0.0,3150,16.3,13.0,0.0,1,1987.0,12.0,1.0,0,10,2622,1,345,3,0,34,2,0
8313,2,57996.0,17.75,0.0,0.0,,,13.0,0.0,9493,84.8,18.0,0.0,2,2004.0,1.0,1.0,0,18,1519,1,159,4,0,44,0,0
8314,5,35000.0,21.05,0.0,0.0,,,7.0,0.0,728,8.1,12.0,0.0,2,2005.0,8.0,1.0,0,4,4775,2,661,4,0,4,2,0
8315,3,155000.0,4.78,0.0,0.0,,,11.0,0.0,37200,66.2,20.0,0.0,2,2001.0,9.0,1.0,0,23,5045,1,670,4,0,4,1,0
8316,4,110000.0,8.28,0.0,0.0,70.0,,10.0,0.0,89,0.3,39.0,0.0,1,1999.0,5.0,1.0,0,14,251,4,446,0,0,14,0,0
8317,5,64000.0,15.31,0.0,0.0,27.0,,7.0,0.0,12424,80.4,24.0,0.0,1,1997.0,2.0,1.0,1,14,4825,2,718,0,0,0,2,0
8318,0,32000.0,2.93,0.0,0.0,,,9.0,0.0,4299,42.5,16.0,0.0,1,2003.0,10.0,1.0,0,18,1624,3,64,4,0,33,2,0
8319,5,29000.0,18.7,0.0,1.0,,,11.0,0.0,8868,48.7,29.0,0.0,1,1998.0,12.0,1.0,0,4,3872,4,667,4,0,4,2,0
8320,10,69600.0,13.1,0.0,2.0,,,6.0,0.0,8516,72.2,22.0,0.0,2,1991.0,2.0,1.0,0,0,3950,3,472,0,0,24,0,0
8321,9,53000.0,2.08,0.0,2.0,,,4.0,0.0,1195,20.3,7.0,0.0,2,2003.0,6.0,1.0,0,4,2453,2,51,4,0,30,2,0
8322,8,35000.0,7.58,0.0,1.0,,,5.0,0.0,10308,35.2,12.0,0.0,3,2002.0,10.0,1.0,0,2,6828,1,34,4,0,6,1,0
8323,2,96000.0,24.93,0.0,0.0,,,22.0,0.0,91053,61.2,49.0,0.0,2,1995.0,4.0,1.0,0,0,5564,4,241,0,0,39,0,0
8324,7,123000.0,23.4,0.0,0.0,,,21.0,0.0,66427,26.6,50.0,0.0,3,1989.0,10.0,1.0,0,0,3556,0,642,0,0,4,0,0
8325,8,250000.0,13.08,0.0,4.0,,67.0,19.0,3.0,99754,96.7,37.0,0.0,1,1992.0,6.0,1.0,0,25,1607,1,61,0,0,30,2,0
8326,6,24996.0,29.57,0.0,1.0,,,7.0,0.0,3118,29.7,14.0,0.0,1,2004.0,11.0,1.0,0,4,6681,4,305,3,0,1,1,0
8327,10,56004.0,20.03,0.0,1.0,,,8.0,0.0,28296,70.7,17.0,0.0,3,1993.0,3.0,1.0,0,4,1770,3,690,0,0,4,1,0
8328,1,37400.0,14.05,0.0,0.0,69.0,,6.0,0.0,3087,88.2,15.0,0.0,3,1999.0,10.0,1.0,0,4,2437,1,703,4,0,46,0,0
8329,1,66500.0,8.35,0.0,0.0,,,11.0,0.0,2719,4.6,21.0,0.0,2,1988.0,1.0,1.0,0,12,7888,2,246,0,0,10,0,0
8330,1,20000.0,3.42,0.0,0.0,,,4.0,0.0,1721,8.6,9.0,0.0,1,1996.0,2.0,1.0,0,6,4639,0,485,0,0,24,0,0
8331,1,38000.0,0.32,0.0,1.0,25.0,,3.0,0.0,260,10.4,8.0,0.0,3,2000.0,10.0,1.0,0,10,2075,1,687,4,0,4,0,0
8332,6,24000.0,12.8,0.0,0.0,,,6.0,0.0,6973,58.1,9.0,0.0,2,2003.0,1.0,1.0,0,21,1356,4,607,4,0,43,2,0
8333,6,92184.0,26.24,0.0,0.0,,,14.0,0.0,150334,87.7,22.0,0.0,3,1998.0,10.0,1.0,0,4,1455,4,666,0,0,4,0,0
8334,6,105000.0,23.84,0.0,0.0,,,15.0,0.0,3784,7.1,39.0,0.0,3,1994.0,1.0,1.0,0,4,4900,2,544,4,0,42,1,0
8335,1,75000.0,8.02,0.0,0.0,,,8.0,0.0,12079,31.7,26.0,0.0,2,1996.0,11.0,1.0,0,21,40,1,413,0,0,23,0,0
8336,10,52000.0,6.55,0.0,1.0,46.0,55.0,6.0,1.0,958,12.1,11.0,0.0,2,2000.0,7.0,1.0,0,14,5410,0,614,0,0,3,0,0
8337,10,100000.0,4.18,0.0,0.0,,,9.0,0.0,603,0.9,26.0,0.0,3,1981.0,4.0,1.0,0,8,4042,3,82,0,0,33,2,0
8338,5,59000.0,12.85,0.0,0.0,,,8.0,0.0,3210,12.7,11.0,0.0,2,2000.0,7.0,1.0,0,4,3572,4,151,4,0,37,0,0
8339,2,46000.0,8.45,1.0,0.0,20.0,,5.0,0.0,11011,84.7,12.0,0.0,1,1976.0,12.0,1.0,0,4,3706,4,675,4,0,4,2,0
8340,2,33000.0,18.91,1.0,0.0,20.0,,7.0,0.0,9379,10.9,20.0,0.0,2,1998.0,11.0,1.0,0,6,1149,0,658,4,0,4,1,0
8341,1,50000.0,13.87,0.0,2.0,,,15.0,0.0,15684,42.4,34.0,0.0,1,1999.0,2.0,1.0,0,2,6835,1,367,0,0,14,2,0
8342,1,65004.0,4.19,1.0,4.0,18.0,66.0,5.0,1.0,2368,21.5,21.0,0.0,3,1976.0,2.0,1.0,0,4,4236,1,131,0,0,37,0,0
8343,1,25000.0,11.04,1.0,0.0,3.0,,14.0,0.0,9931,29.6,22.0,0.0,1,1985.0,10.0,1.0,1,4,5441,3,312,0,0,42,1,0
8344,4,40000.0,18.72,0.0,3.0,,,8.0,0.0,4011,85.3,8.0,0.0,1,2006.0,10.0,1.0,0,0,7060,1,9,3,0,19,0,0
8345,5,50000.0,7.99,1.0,1.0,19.0,,3.0,0.0,97,13.9,9.0,0.0,1,1998.0,12.0,1.0,1,18,454,3,229,4,0,27,0,0
8346,1,14400.0,4.92,0.0,1.0,,,4.0,0.0,1737,48.2,4.0,0.0,3,2006.0,5.0,1.0,0,4,5503,1,419,4,0,23,0,0
8347,1,46000.0,23.22,0.0,1.0,36.0,,15.0,0.0,19508,68.0,29.0,0.0,1,2000.0,1.0,1.0,0,2,1456,2,636,4,0,4,0,0
8348,10,65000.0,18.79,0.0,0.0,31.0,,16.0,0.0,7796,54.9,38.0,0.0,1,1997.0,7.0,1.0,0,4,2527,1,642,3,0,4,1,0
8349,5,80004.0,12.39,0.0,0.0,45.0,,14.0,0.0,10061,39.9,24.0,0.0,3,1996.0,5.0,1.0,0,4,5591,3,674,4,0,4,1,0
8350,8,60000.0,22.4,0.0,0.0,,,11.0,0.0,29680,48.7,27.0,0.0,2,1997.0,8.0,1.0,0,4,1884,1,76,4,0,33,1,0
