,emp_length,annual_inc,debt_to_income,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,collections_12_mths_ex_med,mths_since_last_major_derog,cr_line_yrs,cr_line_mths,cr_line_days,is_bad,purpose_cat,policy_code,home_ownership,verification_status,initial_list_status,pymnt_plan,zip_code,addr_state,emp_title
9481,1,24000.0,9.4,0.0,1.0,,,11.0,0.0,2283,12.3,25.0,0.0,3,1981.0,7.0,1.0,0,4,4,4,1,0,0,527,2,911
9482,7,32000.0,23.44,0.0,0.0,36.0,,12.0,0.0,11449,46.4,23.0,0.0,1,2002.0,10.0,1.0,0,4,0,4,0,0,0,272,9,6596
9483,8,56000.0,18.41,0.0,0.0,,109.0,14.0,1.0,13616,75.6,22.0,0.0,2,2000.0,2.0,1.0,0,2,2,0,0,0,0,674,4,4322
9484,10,34000.0,12.19,0.0,2.0,71.0,80.0,8.0,1.0,6342,68.9,11.0,0.0,3,2002.0,10.0,1.0,1,14,2,4,1,0,0,590,5,5921
9485,1,46875.0,17.15,0.0,2.0,,,13.0,0.0,9839,23.9,13.0,0.0,3,2006.0,3.0,1.0,0,18,4,4,2,0,0,81,33,290
9486,5,74000.0,9.58,0.0,1.0,62.0,,8.0,0.0,21317,82.3,17.0,0.0,3,1994.0,1.0,1.0,0,25,1,0,0,0,0,560,42,1785
9487,2,57500.0,21.54,0.0,0.0,42.0,,12.0,0.0,4649,43.4,21.0,0.0,3,2002.0,11.0,1.0,0,25,2,4,1,0,0,162,20,3836
9488,3,75600.0,9.35,0.0,2.0,,,7.0,0.0,23379,7.7,16.0,0.0,2,1986.0,12.0,1.0,0,21,3,0,2,0,0,585,5,4028
9489,3,84000.0,14.07,1.0,0.0,20.0,,9.0,0.0,12062,26.9,34.0,0.0,1,1995.0,10.0,1.0,0,12,3,0,1,0,0,305,1,4302
9490,1,85000.0,24.48,0.0,1.0,,,15.0,0.0,26449,63.3,28.0,0.0,3,1987.0,5.0,1.0,0,12,4,0,1,0,0,122,37,6657
9491,6,69600.0,5.71,0.0,2.0,,,5.0,0.0,0,0.0,26.0,0.0,3,1999.0,10.0,1.0,0,12,1,4,1,0,0,209,48,1705
9492,1,60000.0,28.54,0.0,0.0,,,9.0,0.0,0,0.0,16.0,0.0,2,2002.0,1.0,1.0,0,2,4,4,1,0,0,166,20,3650
9493,10,98000.0,14.36,0.0,1.0,43.0,,7.0,0.0,7900,66.7,14.0,0.0,1,1998.0,2.0,1.0,0,16,0,4,0,0,0,64,33,4178
9494,6,44100.0,19.73,0.0,0.0,40.0,,7.0,0.0,1212,25.2,25.0,0.0,1,1997.0,12.0,1.0,1,4,4,4,0,0,0,44,30,4554
9495,6,54996.0,11.78,0.0,0.0,25.0,,10.0,0.0,22085,65.1,27.0,0.0,2,1998.0,11.0,1.0,0,4,2,0,1,0,0,570,42,5432
9496,4,45400.0,1.5,0.0,1.0,,,8.0,0.0,17516,84.6,18.0,0.0,2,1996.0,6.0,1.0,0,4,4,4,0,0,0,396,47,2780
9497,1,30159.96,9.63,0.0,1.0,,,10.0,0.0,2670,35.6,10.0,0.0,2,2005.0,8.0,1.0,0,4,0,4,2,0,0,192,44,3093
9498,10,81000.0,24.3,0.0,0.0,,,8.0,0.0,17486,71.1,18.0,0.0,1,1999.0,11.0,1.0,0,4,4,4,0,0,0,52,30,131
9499,1,9600.0,13.88,0.0,0.0,,,19.0,0.0,3448,30.2,25.0,0.0,2,2001.0,11.0,1.0,0,4,0,4,1,0,0,76,33,5326
9500,10,387840.0,5.9,0.0,0.0,,,10.0,0.0,155905,72.9,55.0,0.0,2,1994.0,7.0,1.0,0,2,2,4,0,0,0,3,19,4639
9501,0,33600.0,20.79,0.0,2.0,70.0,,13.0,0.0,1757,11.9,21.0,0.0,1,1996.0,8.0,1.0,0,0,1,0,1,0,0,288,9,4639
9502,4,39600.0,5.09,0.0,0.0,,,8.0,0.0,2058,79.2,13.0,0.0,2,1998.0,10.0,1.0,0,2,4,4,0,0,0,657,4,3681
9503,2,36153.0,7.47,0.0,2.0,0.0,61.0,3.0,1.0,1064,70.9,6.0,,3,2000.0,7.0,1.0,0,4,1,0,0,0,0,371,15,2472
9504,2,40000.0,23.07,0.0,1.0,,,9.0,0.0,10717,67.0,13.0,0.0,2,2004.0,10.0,1.0,0,4,2,4,2,0,0,705,46,1888
9505,10,100650.0,10.27,0.0,0.0,38.0,,6.0,0.0,20863,75.5,19.0,0.0,3,1998.0,7.0,1.0,1,4,4,0,1,0,0,229,27,6443
9506,3,36000.0,19.87,0.0,2.0,,89.0,12.0,1.0,5814,35.9,37.0,0.0,3,1999.0,10.0,1.0,0,4,2,3,0,0,0,366,34,3571
9507,10,64000.0,16.72,1.0,3.0,20.0,,12.0,0.0,9878,56.4,47.0,0.0,2,1989.0,3.0,1.0,0,14,2,0,0,0,0,187,44,6083
9508,10,86004.0,19.13,0.0,1.0,34.0,,10.0,0.0,3020,52.1,46.0,0.0,3,1991.0,10.0,1.0,0,18,3,0,1,0,0,161,20,1883
9509,5,75000.0,21.94,0.0,1.0,,100.0,11.0,1.0,6439,93.3,25.0,0.0,3,2000.0,8.0,1.0,1,2,0,0,1,0,0,657,4,5223
9510,5,100000.0,5.88,0.0,0.0,,,7.0,0.0,4635,28.0,16.0,0.0,2,1984.0,4.0,1.0,1,18,2,4,1,0,0,44,30,6098
9511,10,125000.0,25.06,0.0,1.0,,,16.0,0.0,65378,45.8,27.0,0.0,3,1983.0,7.0,1.0,0,25,4,0,1,0,0,489,16,5904
9512,2,16800.0,0.0,0.0,0.0,30.0,,3.0,0.0,0,0.0,9.0,0.0,3,2000.0,8.0,1.0,0,12,0,4,2,0,0,667,4,3291
9513,2,89004.0,4.72,1.0,1.0,16.0,,7.0,0.0,301,3.5,20.0,0.0,3,1999.0,10.0,1.0,0,18,0,4,0,0,0,67,33,6991
9514,3,86625.0,13.94,0.0,0.0,,,9.0,0.0,15679,43.6,23.0,0.0,2,1998.0,10.0,1.0,0,4,4,0,0,0,0,614,3,2863
9515,1,150000.0,4.32,0.0,2.0,57.0,,5.0,0.0,13448,92.7,21.0,0.0,2,2003.0,5.0,1.0,0,12,2,4,2,0,0,64,33,7619
9516,10,60000.0,17.32,0.0,2.0,,,7.0,0.0,19817,61.4,32.0,0.0,1,1998.0,5.0,1.0,0,4,1,4,0,0,0,281,9,7126
9517,3,100000.0,4.69,0.0,1.0,49.0,,4.0,0.0,5236,66.3,30.0,0.0,3,1996.0,4.0,1.0,0,4,2,4,0,0,0,81,33,6067
9518,5,42000.0,22.17,0.0,6.0,,89.0,31.0,1.0,28854,59.8,60.0,0.0,2,1993.0,12.0,1.0,0,23,1,4,0,0,0,413,23,5443
9519,1,56000.0,13.07,0.0,1.0,,,3.0,0.0,5994,73.1,5.0,0.0,2,2008.0,1.0,1.0,0,25,0,4,0,0,0,509,18,5439
9520,3,86400.0,3.85,0.0,1.0,,,7.0,0.0,5365,29.8,10.0,0.0,2,2004.0,12.0,1.0,1,1,1,0,0,0,0,373,22,5735
9521,5,85000.0,20.16,0.0,0.0,,,11.0,0.0,31306,74.5,24.0,0.0,2,2003.0,12.0,1.0,0,4,0,4,1,0,0,50,30,5501
9522,10,65000.0,8.62,0.0,0.0,37.0,,5.0,0.0,14558,95.8,24.0,0.0,3,1988.0,3.0,1.0,0,4,1,0,2,0,0,161,20,7166
9523,1,61000.0,18.85,0.0,0.0,,,21.0,0.0,18020,34.9,57.0,0.0,3,1994.0,11.0,1.0,0,4,0,0,0,0,0,617,3,4450
9524,2,60000.0,23.38,0.0,1.0,,,15.0,0.0,46125,75.2,35.0,0.0,2,1993.0,10.0,1.0,0,2,4,0,0,0,0,159,44,3490
9525,4,50500.0,20.29,0.0,0.0,,,6.0,0.0,22458,37.0,12.0,0.0,1,2000.0,12.0,1.0,0,4,2,4,0,0,0,174,44,4405
9526,10,43000.0,20.51,0.0,2.0,,,9.0,0.0,8514,34.8,26.0,0.0,2,1998.0,9.0,1.0,0,4,1,4,2,0,0,614,3,4279
9527,1,30000.0,10.04,0.0,1.0,44.0,,15.0,0.0,423,52.9,23.0,0.0,3,2003.0,7.0,1.0,0,6,2,4,2,0,0,256,10,6255
9528,1,23000.0,20.19,0.0,1.0,59.0,,11.0,0.0,5258,59.7,18.0,0.0,3,2003.0,6.0,1.0,0,18,4,4,2,0,0,348,34,67
9529,1,80000.0,13.35,0.0,2.0,40.0,64.0,7.0,3.0,3760,57.8,26.0,0.0,3,1983.0,12.0,1.0,0,25,4,0,1,0,0,51,30,4374
9530,6,96000.0,6.4,0.0,4.0,37.0,,6.0,0.0,731,14.6,16.0,0.0,2,1991.0,10.0,1.0,0,8,1,0,0,0,0,89,33,3648
9531,2,46680.0,6.56,0.0,0.0,,,9.0,0.0,4370,40.1,10.0,0.0,3,2003.0,10.0,1.0,1,14,1,4,0,0,0,669,4,1840
9532,10,40000.0,24.63,0.0,2.0,29.0,,10.0,0.0,500,11.9,24.0,0.0,3,1992.0,7.0,1.0,0,4,3,3,1,0,0,54,30,6698
9533,10,140000.0,5.91,2.0,0.0,4.0,,8.0,0.0,19445,66.1,20.0,0.0,3,1978.0,9.0,1.0,0,4,0,4,2,0,0,51,30,2086
9534,3,52000.0,14.54,0.0,2.0,,,11.0,0.0,1498,2.7,34.0,0.0,1,2000.0,11.0,1.0,0,6,1,0,0,0,0,415,23,7304
9535,2,35400.0,1.36,0.0,0.0,,,4.0,0.0,892,35.7,6.0,0.0,1,2007.0,2.0,1.0,0,18,4,4,0,0,0,636,4,2489
9536,1,67000.0,11.62,0.0,3.0,,,9.0,0.0,6219,57.1,44.0,0.0,3,1996.0,12.0,1.0,0,18,4,4,0,0,0,14,19,4306
9537,1,41000.0,13.26,0.0,3.0,,,10.0,0.0,3596,33.0,12.0,0.0,1,2003.0,5.0,1.0,0,18,2,0,0,0,0,243,39,1299
9538,1,39996.0,11.01,0.0,1.0,,,8.0,0.0,3761,47.6,11.0,0.0,1,1996.0,11.0,1.0,0,4,4,4,2,0,0,249,10,5311
9539,10,28800.0,14.29,0.0,1.0,,,8.0,0.0,14302,28.7,15.0,0.0,3,1987.0,6.0,1.0,0,4,3,4,0,0,0,653,4,2555
9540,2,42500.0,20.67,0.0,0.0,,,6.0,0.0,20466,46.6,17.0,0.0,1,1996.0,11.0,1.0,1,4,1,4,1,0,0,621,31,4746
9541,10,33000.0,23.75,0.0,1.0,,,7.0,0.0,9012,71.0,18.0,0.0,3,2000.0,7.0,1.0,0,12,1,0,1,0,0,630,32,2583
9542,1,110000.0,20.32,0.0,1.0,,,11.0,0.0,42728,70.4,36.0,0.0,1,1995.0,1.0,1.0,0,4,4,0,0,0,0,219,27,3133
9543,5,31000.0,7.39,0.0,4.0,,,3.0,0.0,9140,28.6,5.0,0.0,2,1990.0,1.0,1.0,1,10,4,0,2,0,0,48,30,5875
9544,10,82800.0,16.87,1.0,5.0,17.0,82.0,3.0,1.0,0,0.0,12.0,0.0,3,1990.0,10.0,1.0,0,8,4,0,0,0,0,155,8,2201
9545,1,72000.0,22.6,1.0,2.0,21.0,,10.0,0.0,580,5.3,17.0,0.0,3,1989.0,10.0,1.0,0,0,1,4,2,0,0,584,5,2433
9546,10,46000.0,14.27,0.0,1.0,48.0,,17.0,0.0,11027,25.0,27.0,0.0,1,1992.0,5.0,1.0,0,2,2,4,2,0,0,9,19,7760
9547,5,32400.0,0.0,0.0,1.0,56.0,,3.0,0.0,0,0.0,9.0,0.0,3,1996.0,6.0,1.0,0,18,2,4,0,0,0,559,42,6807
9548,0,12600.0,6.1,0.0,0.0,,,11.0,0.0,1078,8.8,15.0,0.0,2,1998.0,9.0,1.0,1,12,4,0,0,0,0,270,9,4639
9549,6,54996.0,17.94,1.0,0.0,23.0,,5.0,0.0,1008,16.0,12.0,0.0,2,2001.0,11.0,1.0,0,4,4,4,1,0,0,698,36,7391
9550,3,108901.0,13.43,0.0,0.0,,89.0,6.0,1.0,30497,93.8,14.0,0.0,3,1991.0,12.0,1.0,1,4,3,4,1,0,0,279,9,2406
9551,6,75000.0,11.41,0.0,0.0,,,14.0,0.0,55145,43.4,48.0,0.0,3,1990.0,8.0,1.0,0,4,0,0,1,0,0,184,44,2122
9552,10,57500.0,10.56,0.0,1.0,39.0,,7.0,0.0,18896,84.4,30.0,0.0,3,1979.0,1.0,1.0,0,4,2,0,2,0,0,701,36,1433
9553,10,75000.0,9.7,3.0,0.0,19.0,0.0,6.0,0.0,2105,45.3,33.0,0.0,3,1972.0,12.0,1.0,0,2,2,4,0,0,0,707,46,3145
9554,9,73000.0,22.64,0.0,0.0,,,10.0,0.0,22669,85.5,15.0,0.0,1,1999.0,2.0,1.0,0,4,0,4,1,0,0,44,30,1839
9555,0,32000.0,15.23,0.0,1.0,,,6.0,0.0,14551,65.4,13.0,0.0,3,1979.0,1.0,1.0,0,4,0,0,1,0,0,657,4,4639
9556,2,50000.0,19.18,0.0,5.0,,,3.0,0.0,0,3.2,6.0,0.0,2,2005.0,1.0,1.0,0,8,1,0,1,0,0,190,44,1256
9557,3,71500.0,18.73,0.0,3.0,48.0,,21.0,0.0,4608,37.8,40.0,0.0,2,2003.0,2.0,1.0,0,4,4,4,2,0,0,44,30,6628
9558,3,15000.0,9.36,0.0,1.0,,,4.0,0.0,2368,84.6,4.0,0.0,2,2005.0,8.0,1.0,1,6,2,4,0,0,0,617,3,5347
9559,1,50000.0,15.46,0.0,1.0,,,5.0,0.0,15303,48.9,15.0,0.0,1,1990.0,9.0,1.0,0,21,2,3,0,0,0,433,26,4639
9560,7,66000.0,11.22,0.0,3.0,,,5.0,0.0,2868,41.0,8.0,0.0,2,2005.0,8.0,1.0,0,18,1,4,0,0,0,148,37,5695
9561,7,24000.0,18.2,0.0,4.0,,,6.0,0.0,2385,74.5,6.0,0.0,3,2007.0,4.0,1.0,0,4,2,4,2,0,0,506,18,1351
9562,1,33000.0,16.15,0.0,1.0,79.0,,7.0,0.0,5093,15.6,17.0,0.0,3,1997.0,11.0,1.0,0,16,0,4,0,0,0,70,33,72
9563,7,101000.0,0.67,0.0,2.0,62.0,,4.0,0.0,329,4.3,12.0,0.0,3,1994.0,8.0,1.0,0,14,0,4,1,0,0,276,9,755
9564,3,70000.0,24.26,1.0,1.0,3.0,,10.0,0.0,20721,62.8,34.0,0.0,1,1998.0,2.0,1.0,1,3,0,4,2,0,0,658,4,836
9565,10,83200.0,10.21,0.0,0.0,,,15.0,0.0,7086,11.7,29.0,0.0,1,1991.0,7.0,1.0,0,8,2,0,1,0,0,38,6,4639
9566,10,71500.0,16.13,0.0,0.0,,,7.0,0.0,18230,75.0,18.0,0.0,3,1998.0,7.0,1.0,0,21,4,0,1,0,0,276,9,7467
9567,3,30000.0,24.6,0.0,2.0,24.0,,9.0,0.0,1355,36.6,23.0,0.0,2,2002.0,10.0,1.0,0,18,4,4,0,0,0,373,22,7449
9568,1,97600.0,7.97,0.0,0.0,,,9.0,0.0,25060,91.8,20.0,0.0,3,1994.0,6.0,1.0,0,2,2,4,2,0,0,442,14,5773
9569,3,74064.0,8.94,0.0,0.0,,,7.0,0.0,21665,79.1,21.0,0.0,2,2001.0,12.0,1.0,0,4,3,4,1,0,0,654,4,2014
9570,4,68000.0,19.62,1.0,3.0,6.0,0.0,7.0,0.0,1943,25.6,11.0,,3,2001.0,12.0,1.0,0,2,4,4,0,0,0,277,9,7536
9571,1,147500.0,18.43,0.0,12.0,0.0,0.0,8.0,0.0,247970,93.6,41.0,0.0,3,1971.0,2.0,1.0,0,8,3,0,0,0,0,635,4,698
9572,2,180000.0,13.47,0.0,1.0,48.0,,9.0,0.0,131949,75.2,24.0,0.0,1,1996.0,10.0,1.0,0,2,1,0,2,0,0,641,4,4345
9573,2,125000.0,6.47,0.0,0.0,63.0,,12.0,0.0,4874,17.2,52.0,0.0,3,1995.0,7.0,1.0,0,8,3,0,2,0,0,549,42,114
9574,3,36000.0,10.27,0.0,2.0,,,9.0,0.0,19897,72.6,11.0,0.0,3,1992.0,10.0,1.0,0,4,4,4,1,0,0,656,4,7646
9575,2,68500.0,19.5,2.0,0.0,17.0,,12.0,0.0,13034,64.3,31.0,0.0,3,1981.0,6.0,1.0,0,4,4,4,1,0,0,173,44,5054
9576,4,79000.0,2.61,0.0,0.0,,,11.0,0.0,1787,7.7,31.0,0.0,3,1993.0,8.0,1.0,0,12,4,0,0,0,0,164,20,369
9577,1,88500.0,11.61,0.0,0.0,,,13.0,0.0,15514,77.2,38.0,0.0,3,2002.0,9.0,1.0,1,18,2,4,0,0,0,158,7,5165
9578,4,80000.0,18.6,0.0,1.0,40.0,,9.0,0.0,6901,53.1,13.0,0.0,2,1994.0,11.0,1.0,0,4,1,0,1,0,0,173,44,1289
9579,1,105000.0,15.55,0.0,1.0,,,9.0,0.0,29097,79.7,35.0,0.0,3,2001.0,4.0,1.0,0,8,1,0,0,0,0,38,6,6049
9580,3,80000.0,0.98,0.0,7.0,,,11.0,0.0,3401,5.8,13.0,0.0,2,2005.0,9.0,1.0,0,10,1,0,0,0,0,656,4,1773
9581,10,30000.0,19.04,0.0,0.0,,,9.0,0.0,16793,77.7,13.0,0.0,2,2004.0,2.0,1.0,1,18,1,0,1,0,0,178,44,5231
9582,2,50000.0,11.98,0.0,0.0,54.0,,7.0,0.0,2523,40.0,11.0,0.0,2,2004.0,4.0,1.0,0,6,2,4,1,0,0,277,9,2950
9583,10,110000.0,21.53,0.0,1.0,40.0,112.0,17.0,1.0,15757,54.5,50.0,0.0,2,1998.0,9.0,1.0,0,4,3,0,2,0,0,532,35,7753
9584,2,45000.0,18.8,0.0,1.0,44.0,,9.0,0.0,11577,60.9,15.0,0.0,3,2001.0,8.0,1.0,0,18,0,4,0,0,0,6,19,2542
9585,9,62000.0,19.65,0.0,1.0,72.0,,10.0,0.0,8575,72.7,7.0,0.0,2,2002.0,7.0,1.0,1,4,0,0,0,0,0,224,27,1200
9586,1,52000.0,9.74,0.0,3.0,71.0,0.0,12.0,0.0,13665,49.9,34.0,0.0,1,1994.0,10.0,1.0,0,8,2,0,0,0,0,285,9,2928
9587,0,35554.0,26.02,1.0,1.0,23.0,,12.0,0.0,7543,15.1,48.0,0.0,2,1982.0,2.0,1.0,1,4,2,0,1,0,0,16,19,4639
9588,10,36000.0,0.67,0.0,0.0,29.0,,7.0,0.0,71,0.6,18.0,0.0,2,1994.0,1.0,1.0,1,18,1,3,2,0,0,679,4,677
9589,1,65964.0,20.59,0.0,1.0,,114.0,15.0,1.0,12445,58.2,7.0,0.0,3,1999.0,5.0,1.0,1,0,1,0,2,0,0,181,44,4465
9590,6,30000.0,23.92,0.0,0.0,64.0,,3.0,0.0,1763,70.5,9.0,0.0,3,2002.0,11.0,1.0,0,4,3,4,0,0,0,517,18,7315
9591,5,80000.0,4.68,0.0,0.0,,,11.0,0.0,10422,56.0,25.0,0.0,2,1999.0,12.0,1.0,0,4,3,4,0,0,0,64,33,5014
9592,1,70000.0,23.79,0.0,2.0,,,6.0,0.0,31061,68.7,25.0,0.0,1,1990.0,6.0,1.0,0,2,2,0,0,0,0,358,34,4834
9593,9,80000.0,9.24,0.0,0.0,,,20.0,0.0,8637,10.2,50.0,0.0,3,1995.0,1.0,1.0,0,8,3,0,1,0,0,115,37,6908
9594,2,50000.0,17.69,0.0,3.0,36.0,,9.0,0.0,6247,79.1,15.0,0.0,2,2003.0,8.0,1.0,0,4,2,3,2,0,0,39,6,7849
9595,5,83000.0,10.08,0.0,0.0,,,5.0,0.0,20443,81.8,11.0,0.0,2,1998.0,12.0,1.0,0,4,4,4,1,0,0,77,33,2775
9596,10,95200.0,3.43,0.0,0.0,,,9.0,0.0,7620,8.7,35.0,0.0,2,1981.0,8.0,1.0,0,14,1,0,1,0,0,643,4,1244
9597,2,128000.0,12.92,0.0,4.0,,,10.0,0.0,12204,64.6,39.0,0.0,3,1991.0,2.0,1.0,0,2,4,0,2,0,0,663,4,4018
9598,1,45000.0,5.92,0.0,2.0,24.0,,10.0,0.0,3055,29.4,27.0,0.0,2,1996.0,5.0,1.0,1,5,1,0,2,0,0,551,42,5380
9599,9,47818.68,23.31,1.0,2.0,13.0,,6.0,0.0,6691,40.8,26.0,0.0,1,1997.0,9.0,1.0,0,14,2,4,0,0,0,608,43,3037
9600,6,35000.0,16.42,0.0,0.0,30.0,,6.0,0.0,1410,34.0,8.0,0.0,2,2005.0,2.0,1.0,0,12,3,3,0,0,0,560,42,373
9601,3,60000.0,12.74,0.0,0.0,,,9.0,0.0,5866,66.7,18.0,0.0,3,2001.0,12.0,1.0,0,2,4,4,0,0,0,680,4,6081
9602,2,31200.0,11.96,0.0,1.0,,,6.0,0.0,5950,32.9,8.0,0.0,1,1984.0,10.0,1.0,0,4,4,4,2,0,0,561,42,5356
9603,8,50000.0,13.49,1.0,1.0,9.0,,5.0,0.0,3619,51.0,11.0,0.0,2,1998.0,7.0,1.0,0,2,3,4,0,0,0,679,4,106
9604,4,61400.0,20.72,0.0,2.0,,,20.0,0.0,24194,55.5,29.0,0.0,1,2000.0,8.0,1.0,0,25,0,4,1,0,0,76,33,3615
9605,1,20000.0,10.32,0.0,1.0,,,4.0,0.0,3688,97.1,6.0,0.0,3,2005.0,6.0,1.0,0,21,2,4,0,0,0,571,42,17
9606,10,135000.0,9.91,0.0,0.0,,,9.0,0.0,1579,7.2,31.0,0.0,2,1971.0,7.0,1.0,0,21,3,0,1,0,0,289,9,4722
9607,5,129000.0,4.03,0.0,0.0,,,8.0,0.0,14814,48.9,15.0,0.0,2,1996.0,10.0,1.0,0,4,4,0,1,0,0,69,33,5450
9608,3,43500.0,15.86,0.0,1.0,46.0,,18.0,0.0,20602,68.2,26.0,0.0,1,2004.0,10.0,1.0,0,2,4,0,2,0,0,164,20,7015
9609,4,140000.0,14.41,0.0,0.0,,,10.0,0.0,33122,36.3,16.0,0.0,3,1991.0,1.0,1.0,0,2,2,0,1,0,0,612,3,1480
9610,4,68000.0,18.23,0.0,2.0,,,13.0,0.0,25313,43.4,44.0,0.0,2,1995.0,5.0,1.0,0,4,2,4,0,0,0,287,9,570
9611,3,77940.0,11.45,0.0,0.0,68.0,,5.0,0.0,5822,37.6,22.0,0.0,2,1999.0,10.0,1.0,0,12,4,0,0,0,0,249,10,2329
9612,6,37700.0,13.34,0.0,0.0,,,6.0,0.0,0,0.0,9.0,0.0,1,1997.0,5.0,1.0,0,14,3,4,1,0,0,650,4,972
9613,4,40000.0,16.68,0.0,0.0,,,11.0,0.0,9563,60.8,37.0,0.0,3,2001.0,5.0,1.0,1,18,1,4,0,0,0,76,33,4934
9614,1,39996.0,7.8,0.0,1.0,,,6.0,0.0,9702,55.8,7.0,0.0,2,2008.0,7.0,1.0,0,4,2,4,2,0,0,464,24,4211
9615,7,59000.0,13.14,2.0,4.0,21.0,106.0,11.0,1.0,8363,74.7,28.0,0.0,3,1987.0,1.0,1.0,0,0,3,0,0,0,0,449,14,5733
9616,1,54996.0,14.14,0.0,2.0,,,7.0,0.0,1016,13.9,16.0,0.0,1,2001.0,10.0,1.0,0,12,0,4,2,0,0,150,37,7654
9617,9,112000.0,13.25,0.0,1.0,57.0,,9.0,0.0,11033,48.0,22.0,0.0,3,1999.0,8.0,1.0,0,4,4,4,1,0,0,76,33,4753
9618,1,21000.0,27.43,0.0,0.0,,,4.0,0.0,818,14.9,20.0,0.0,1,1999.0,6.0,1.0,0,23,2,4,0,0,0,566,42,4639
9619,1,72000.0,2.38,0.0,2.0,,,17.0,0.0,39316,53.7,31.0,0.0,3,2000.0,8.0,1.0,0,8,2,0,2,0,0,249,10,7225
9620,9,60000.0,16.84,0.0,0.0,,,18.0,0.0,22954,42.6,38.0,0.0,3,1995.0,1.0,1.0,0,4,2,0,1,0,0,342,34,1171
9621,1,35000.0,17.38,0.0,1.0,,,5.0,0.0,2605,40.7,16.0,0.0,3,1995.0,9.0,1.0,0,16,1,4,0,0,0,176,44,6216
9622,10,32700.0,1.14,0.0,0.0,,,5.0,0.0,207,1.1,21.0,0.0,2,1995.0,7.0,1.0,1,12,4,3,1,0,0,621,31,5617
9623,4,75000.0,15.33,2.0,3.0,14.0,,12.0,0.0,4099,61.2,35.0,0.0,1,1994.0,12.0,1.0,0,4,2,4,1,0,0,55,30,1650
9624,4,95000.0,7.28,0.0,1.0,,,15.0,0.0,2449,4.2,43.0,0.0,1,1985.0,7.0,1.0,0,0,0,0,0,0,0,81,33,6535
9625,1,37000.0,24.31,0.0,2.0,0.0,0.0,13.0,0.0,6422,14.5,30.0,0.0,3,1995.0,3.0,1.0,0,2,1,4,0,0,0,583,5,5300
9626,3,51000.0,11.2,0.0,1.0,,,13.0,0.0,0,0.0,23.0,0.0,3,1998.0,5.0,1.0,0,8,4,0,0,0,0,109,33,1487
9627,1,25596.0,10.41,0.0,0.0,,,6.0,0.0,9195,26.0,6.0,0.0,3,2002.0,1.0,1.0,0,4,0,4,1,0,0,187,44,6596
9628,3,62910.0,15.6,0.0,0.0,,99.0,8.0,1.0,6582,96.8,21.0,0.0,1,2002.0,4.0,1.0,1,4,3,3,1,0,0,160,20,4863
9629,1,83196.0,13.05,0.0,0.0,,,5.0,0.0,16091,73.8,24.0,0.0,2,1997.0,3.0,1.0,0,2,1,4,2,0,0,675,4,3175
9630,10,84000.0,20.2,0.0,1.0,35.0,,5.0,0.0,17731,95.3,7.0,0.0,2,1995.0,8.0,1.0,1,2,3,0,1,0,0,614,3,6096
9631,4,86570.0,23.52,0.0,1.0,49.0,,16.0,0.0,9070,83.2,26.0,0.0,2,1996.0,3.0,1.0,0,4,3,3,0,0,0,232,27,5350
9632,3,26400.0,13.55,0.0,0.0,,,4.0,0.0,10056,63.2,4.0,0.0,3,2008.0,2.0,1.0,0,4,2,4,0,0,0,665,4,7315
9633,1,27000.0,12.71,0.0,0.0,,,15.0,0.0,11837,20.6,23.0,0.0,2,1999.0,8.0,1.0,0,4,3,4,0,0,0,279,9,6675
9634,2,35000.0,19.37,0.0,3.0,46.0,,4.0,0.0,3712,28.8,12.0,0.0,1,2002.0,11.0,1.0,1,4,2,3,2,0,0,78,33,4355
9635,9,57000.0,7.71,0.0,3.0,,,14.0,0.0,19308,32.5,27.0,0.0,2,1995.0,2.0,1.0,0,4,3,4,2,0,0,279,9,3169
9636,4,33600.0,5.64,0.0,3.0,,,6.0,0.0,3122,37.6,9.0,0.0,3,2006.0,11.0,1.0,0,12,0,4,0,0,0,167,20,3108
9637,1,50000.0,14.42,0.0,0.0,,,12.0,0.0,10460,42.9,30.0,0.0,3,1993.0,7.0,1.0,0,2,1,0,1,0,0,654,4,4639
9638,10,64000.0,9.77,0.0,0.0,41.0,,9.0,0.0,10071,35.1,14.0,0.0,1,1994.0,11.0,1.0,0,4,3,4,1,0,0,46,33,459
9639,2,54000.0,22.82,0.0,0.0,,,16.0,0.0,0,0.0,46.0,0.0,3,1990.0,6.0,1.0,0,18,3,4,0,0,0,641,4,4863
9640,1,83500.0,11.48,0.0,1.0,,,10.0,0.0,1653,6.6,11.0,0.0,2,2003.0,8.0,1.0,0,18,2,0,0,0,0,13,19,2138
9641,7,75000.0,22.9,0.0,0.0,65.0,,28.0,0.0,12249,52.8,57.0,0.0,1,2002.0,2.0,1.0,0,18,2,4,1,0,0,75,33,4356
9642,2,88936.0,13.13,0.0,2.0,,,8.0,0.0,25880,78.4,35.0,0.0,2,2001.0,4.0,1.0,0,4,4,0,0,0,0,601,49,1042
9643,3,30000.0,19.72,0.0,0.0,25.0,,6.0,0.0,4481,84.5,20.0,0.0,1,1998.0,8.0,1.0,0,4,0,4,0,0,0,704,46,3304
